E_P_longicornis,Omega_P_longicornis,tau_stress_P_longicornis,tau_critical_P_longicornis,E_S_geminata,Omega_S_geminata,tau_stress_S_geminata,tau_critical_S_geminata,E_C_diversa,Omega_C_diversa,tau_stress_C_diversa,tau_critical_C_diversa,E_O_smaragdina,Omega_O_smaragdina,tau_stress_O_smaragdina,tau_critical_O_smaragdina,dominant,run_id,site
0.0,0.0,1.0,0.01765272279875896,0.01,0.004222222222222223,1.0,0.013577943615257049,0.0,0.0,1.0,0.17941176470588235,0.0,0.0,1.0,0.01607062019013128,S_geminata,81,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.019267822736030827,0.02,0.005013888888888889,1.0,0.01165365342034728,0.0,0.0,1.0,0.11420059582919563,0.0,0.0,1.0,0.02411521714859886,S_geminata,82,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.018255168935955624,0.0,0.0004861111111111111,1.0,0.02234694938156117,0.0,0.0,1.0,0.15364167995746944,0.0,0.0,1.0,0.015803882528621204,P_longicornis,83,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.026063511084481725,0.02,0.003958333333333334,1.0,0.011832919181161992,0.0,0.0,1.0,0.15823699421965318,0.0,0.0,1.0,0.014014566320900463,S_geminata,84,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.021249857191819946,0.02,0.009909571093394624,1.0,0.020687673594483286,0.0,0.0,1.0,0.1193118756936737,0.0,0.0,1.0,0.020677966101694915,S_geminata,85,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.023062139654067906,0.01,0.0019305555555555558,1.0,0.02458045409674235,0.0,0.0,1.0,0.10655327663831916,0.0,0.0,1.0,0.016434145187987702,S_geminata,86,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.01658890616899948,0.02,0.0019444444444444446,1.0,0.014580440388811743,0.0,0.0,1.0,0.09848058525604952,0.0,0.0,1.0,0.021426180113826583,S_geminata,87,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.012680367293397464,0.01,0.004058361391694725,1.0,0.01576872536136662,0.0,0.0,1.0,0.14425770308123248,0.0,0.0,1.0,0.0171990171990172,S_geminata,88,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.0160286336756925,0.01,0.0016388888888888887,1.0,0.020323473079378592,0.0,0.0,1.0,0.1420875420875421,0.0,0.0,1.0,0.0124804992199688,S_geminata,89,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.020502781784463218,0.0,0.0007777777777777778,1.0,0.026984283878620143,0.0,0.0,1.0,0.10673385249656436,0.0,0.0,1.0,0.01353305785123967,P_longicornis,90,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.0213657310431504,0.03,0.008281436156436157,1.0,0.013466382484014727,0.0,0.0,1.0,0.31887755102040816,0.0,0.0,1.0,0.017079624729372144,S_geminata,91,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.01755354382865975,0.0,0.0006111111111111112,1.0,0.013237963061812746,0.0,0.0,1.0,0.16807670614777215,0.0,0.0,1.0,0.014660575799426326,P_longicornis,92,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.01721710882512182,0.0,0.0008333333333333335,1.0,0.017524644030668127,0.0,0.0,1.0,0.2266881028938907,0.0,0.0,1.0,0.022506515043828477,P_longicornis,93,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.019675675675675675,0.0,0.0005251322751322751,1.0,0.016886858051057912,0.0,0.0,1.0,0.17435549525101765,0.0,0.0,1.0,0.01984997114829775,P_longicornis,94,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.02008527827648115,0.0,0.0008611111111111111,1.0,0.011162891514034897,0.0,0.0,1.0,0.19672131147540983,0.0,0.0,1.0,0.010878661087866108,P_longicornis,95,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.02133423636979343,0.0,1.388888888888889e-05,1.0,0.015093559392122402,0.0,0.0,1.0,0.18661257606490872,0.0,0.0,1.0,0.011620036101083033,P_longicornis,96,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.017254990413894215,0.02,0.006597222222222222,1.0,0.025686172967374417,0.0,0.0,1.0,0.15492957746478872,0.0,0.0,1.0,0.02058407307345941,S_geminata,97,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.023113267781892478,0.02,0.00525,1.0,0.012156823016918245,0.0,0.0,1.0,0.11895910780669144,0.0,0.0,1.0,0.015189133927267416,S_geminata,98,"Mac Arthur Hiway, Val."
0.0,0.0,1.0,0.016370907273181703,0.01,0.0012916666666666667,1.0,0.012520786461899637,0.0,0.0,1.0,0.1638608305274972,0.0,0.0,1.0,0.017764537128985985,S_geminata,99,"Mac Arthur Hiway, Val."
1.43,0.07492748947354858,0.6358560794044665,0.005417700578990901,0.78,0.07340518572946109,0.43661441415995855,0.007343595537353481,0.44,0.0640036869121869,0.4237164363554657,0.013256937422761487,0.05,0.05587365957916043,0.5981031416716064,0.005119361965834995,P_longicornis,0,"Bgy. 168, Deparo"
1.29,0.07268583021804739,0.6338784067085954,0.005408805031446541,0.82,0.08992262000763292,0.45884160115659167,0.009397307310020782,0.31,0.053905096198341,0.39299610894941633,0.0067209055535903785,0.09,0.0960694326723131,0.589689526118813,0.007485108850350535,P_longicornis,1,"Bgy. 168, Deparo"
1.31,0.05247327792376554,0.6112901030085764,0.0063075736261741615,0.74,0.06701043898747394,0.4406835205992509,0.007958801498127341,0.38,0.05758195314486198,0.4163375121644055,0.013223424351708741,0.04,0.013406004489337821,0.5990941746056536,0.009578843250559634,P_longicornis,2,"Bgy. 168, Deparo"
1.03,0.0532316468315242,0.6052427627080009,0.006245726008661956,0.58,0.053497922340718915,0.4067482201945252,0.00877368896019252,0.28,0.037014747233294065,0.39388574126534465,0.008321529745042492,0.06,0.015404985079476649,0.5940161104718067,0.007192174913693901,P_longicornis,3,"Bgy. 168, Deparo"
0.91,0.058458303038206795,0.6144096363881523,0.0065171468380601375,0.94,0.07608469498910675,0.4323154490106545,0.006944444444444444,0.6,0.08504758286352422,0.3799313377100524,0.006083237969041739,0.1,0.021130424770886422,0.6046825754164791,0.009054980239131523,S_geminata,4,"Bgy. 168, Deparo"
1.86,0.09042541905827155,0.6569720347155256,0.0041272902603664416,0.83,0.07130736290237813,0.4270476374342391,0.005067812153096192,0.41,0.054933405010885374,0.4049040262172285,0.007080992509363296,0.11,0.028237373737373738,0.5982170785111042,0.005161088520487958,P_longicornis,5,"Bgy. 168, Deparo"
1.02,0.05622651079458242,0.607967939651108,0.0049504950495049506,0.63,0.06814944723771875,0.4560792224463598,0.009077571978727305,0.64,0.08826858234523995,0.43692920794819284,0.011235955056179775,0.05,0.014863393603055256,0.5844388864723793,0.006633318834275772,P_longicornis,6,"Bgy. 168, Deparo"
0.93,0.04616784141513139,0.608841684822077,0.0073983297022512705,0.63,0.0671362538726563,0.43854303393962124,0.007359834989686855,0.25,0.03924175835443706,0.41231867103416003,0.012517547964436125,0.07,0.07103158104889055,0.6078296339460719,0.008264025003973089,P_longicornis,7,"Bgy. 168, Deparo"
